areaCode,areaName,areaType,date,cumDeaths28DaysByDeathDateRate
S92000003,Scotland,nation,11/05/2020,37.5
S92000003,Scotland,nation,10/05/2020,36.9
S92000003,Scotland,nation,09/05/2020,36.4
S92000003,Scotland,nation,08/05/2020,35.8
S92000003,Scotland,nation,07/05/2020,35.2
S92000003,Scotland,nation,06/05/2020,34.4
S92000003,Scotland,nation,05/05/2020,33.7
S92000003,Scotland,nation,04/05/2020,32.7
S92000003,Scotland,nation,03/05/2020,32
S92000003,Scotland,nation,02/05/2020,31.3
S92000003,Scotland,nation,01/05/2020,30.5
S92000003,Scotland,nation,30/04/2020,29.7
S92000003,Scotland,nation,29/04/2020,28.9
S92000003,Scotland,nation,28/04/2020,28.2
S92000003,Scotland,nation,27/04/2020,27.4
S92000003,Scotland,nation,26/04/2020,26.3
S92000003,Scotland,nation,25/04/2020,25.6
S92000003,Scotland,nation,24/04/2020,24.7
S92000003,Scotland,nation,23/04/2020,24
S92000003,Scotland,nation,22/04/2020,23.1
S92000003,Scotland,nation,21/04/2020,22.2
S92000003,Scotland,nation,20/04/2020,21.3
S92000003,Scotland,nation,19/04/2020,20.2
S92000003,Scotland,nation,18/04/2020,19.3
S92000003,Scotland,nation,17/04/2020,18.4
S92000003,Scotland,nation,16/04/2020,17.7
S92000003,Scotland,nation,15/04/2020,16.9
S92000003,Scotland,nation,14/04/2020,16.1
S92000003,Scotland,nation,13/04/2020,15.2
S92000003,Scotland,nation,12/04/2020,14.5
S92000003,Scotland,nation,11/04/2020,13.6
S92000003,Scotland,nation,10/04/2020,12.7
S92000003,Scotland,nation,09/04/2020,11.6
S92000003,Scotland,nation,08/04/2020,10.4
S92000003,Scotland,nation,07/04/2020,9.4
S92000003,Scotland,nation,06/04/2020,8.5
S92000003,Scotland,nation,05/04/2020,7.4
S92000003,Scotland,nation,04/04/2020,6.5
S92000003,Scotland,nation,03/04/2020,6
S92000003,Scotland,nation,02/04/2020,4.9
S92000003,Scotland,nation,01/04/2020,4.3
S92000003,Scotland,nation,31/03/2020,3.4
S92000003,Scotland,nation,30/03/2020,2.7
S92000003,Scotland,nation,29/03/2020,2.2
S92000003,Scotland,nation,28/03/2020,1.8
S92000003,Scotland,nation,27/03/2020,1.3
S92000003,Scotland,nation,26/03/2020,1.1
S92000003,Scotland,nation,25/03/2020,0.9
S92000003,Scotland,nation,24/03/2020,0.7
S92000003,Scotland,nation,23/03/2020,0.5
S92000003,Scotland,nation,22/03/2020,0.5
S92000003,Scotland,nation,21/03/2020,0.4
S92000003,Scotland,nation,20/03/2020,0.3
S92000003,Scotland,nation,19/03/2020,0.2
S92000003,Scotland,nation,18/03/2020,0.1
S92000003,Scotland,nation,17/03/2020,0.1
S92000003,Scotland,nation,16/03/2020,0.1
S92000003,Scotland,nation,15/03/2020,0.1
S92000003,Scotland,nation,14/03/2020,0.1
W92000004,Wales,nation,21/07/2021,177.4
W92000004,Wales,nation,20/07/2021,177.4
W92000004,Wales,nation,19/07/2021,177.4
W92000004,Wales,nation,18/07/2021,177.3
W92000004,Wales,nation,17/07/2021,177.3
W92000004,Wales,nation,16/07/2021,177.3
W92000004,Wales,nation,15/07/2021,177.2
W92000004,Wales,nation,14/07/2021,177.2
W92000004,Wales,nation,13/07/2021,177.1
W92000004,Wales,nation,12/07/2021,177.1
W92000004,Wales,nation,11/07/2021,177.1
W92000004,Wales,nation,10/07/2021,177
W92000004,Wales,nation,09/07/2021,177
W92000004,Wales,nation,08/07/2021,177
W92000004,Wales,nation,07/07/2021,177
W92000004,Wales,nation,06/07/2021,176.9
W92000004,Wales,nation,05/07/2021,176.9
W92000004,Wales,nation,04/07/2021,176.9
W92000004,Wales,nation,03/07/2021,176.9
W92000004,Wales,nation,02/07/2021,176.9
W92000004,Wales,nation,01/07/2021,176.9
W92000004,Wales,nation,30/06/2021,176.9
W92000004,Wales,nation,29/06/2021,176.9
W92000004,Wales,nation,28/06/2021,176.9
W92000004,Wales,nation,27/06/2021,176.9
W92000004,Wales,nation,26/06/2021,176.9
W92000004,Wales,nation,25/06/2021,176.9
W92000004,Wales,nation,24/06/2021,176.9
W92000004,Wales,nation,23/06/2021,176.9
W92000004,Wales,nation,22/06/2021,176.8
W92000004,Wales,nation,21/06/2021,176.8
W92000004,Wales,nation,20/06/2021,176.8
W92000004,Wales,nation,19/06/2021,176.8
W92000004,Wales,nation,18/06/2021,176.7
W92000004,Wales,nation,17/06/2021,176.7
W92000004,Wales,nation,16/06/2021,176.7
W92000004,Wales,nation,15/06/2021,176.7
W92000004,Wales,nation,14/06/2021,176.7
W92000004,Wales,nation,13/06/2021,176.7
W92000004,Wales,nation,12/06/2021,176.7
W92000004,Wales,nation,11/06/2021,176.7
W92000004,Wales,nation,10/06/2021,176.7
W92000004,Wales,nation,09/06/2021,176.7
W92000004,Wales,nation,08/06/2021,176.7
W92000004,Wales,nation,07/06/2021,176.7
W92000004,Wales,nation,06/06/2021,176.7
W92000004,Wales,nation,05/06/2021,176.7
W92000004,Wales,nation,04/06/2021,176.7
W92000004,Wales,nation,03/06/2021,176.7
W92000004,Wales,nation,02/06/2021,176.7
W92000004,Wales,nation,01/06/2021,176.7
W92000004,Wales,nation,31/05/2021,176.7
W92000004,Wales,nation,30/05/2021,176.7
W92000004,Wales,nation,29/05/2021,176.7
W92000004,Wales,nation,28/05/2021,176.7
W92000004,Wales,nation,27/05/2021,176.7
W92000004,Wales,nation,26/05/2021,176.7
W92000004,Wales,nation,25/05/2021,176.7
W92000004,Wales,nation,24/05/2021,176.6
W92000004,Wales,nation,23/05/2021,176.6
W92000004,Wales,nation,22/05/2021,176.6
W92000004,Wales,nation,21/05/2021,176.6
W92000004,Wales,nation,20/05/2021,176.6
W92000004,Wales,nation,19/05/2021,176.6
W92000004,Wales,nation,18/05/2021,176.5
W92000004,Wales,nation,17/05/2021,176.5
W92000004,Wales,nation,16/05/2021,176.4
W92000004,Wales,nation,15/05/2021,176.4
W92000004,Wales,nation,14/05/2021,176.4
W92000004,Wales,nation,13/05/2021,176.3
W92000004,Wales,nation,12/05/2021,176.3
W92000004,Wales,nation,11/05/2021,176.3
W92000004,Wales,nation,10/05/2021,176.3
W92000004,Wales,nation,09/05/2021,176.3
W92000004,Wales,nation,08/05/2021,176.3
W92000004,Wales,nation,07/05/2021,176.3
W92000004,Wales,nation,06/05/2021,176.3
W92000004,Wales,nation,05/05/2021,176.2
W92000004,Wales,nation,04/05/2021,176.2
W92000004,Wales,nation,03/05/2021,176.2
W92000004,Wales,nation,02/05/2021,176.2
W92000004,Wales,nation,01/05/2021,176.1
W92000004,Wales,nation,30/04/2021,176.1
W92000004,Wales,nation,29/04/2021,176.1
W92000004,Wales,nation,28/04/2021,176.1
W92000004,Wales,nation,27/04/2021,176.1
W92000004,Wales,nation,26/04/2021,176.1
W92000004,Wales,nation,25/04/2021,176.1
W92000004,Wales,nation,24/04/2021,176
W92000004,Wales,nation,23/04/2021,176
W92000004,Wales,nation,22/04/2021,176
W92000004,Wales,nation,21/04/2021,176
W92000004,Wales,nation,20/04/2021,175.9
W92000004,Wales,nation,19/04/2021,175.9
W92000004,Wales,nation,18/04/2021,175.9
W92000004,Wales,nation,17/04/2021,175.8
W92000004,Wales,nation,16/04/2021,175.8
W92000004,Wales,nation,15/04/2021,175.8
W92000004,Wales,nation,14/04/2021,175.7
W92000004,Wales,nation,13/04/2021,175.6
W92000004,Wales,nation,12/04/2021,175.6
W92000004,Wales,nation,11/04/2021,175.6
W92000004,Wales,nation,10/04/2021,175.6
W92000004,Wales,nation,09/04/2021,175.5
W92000004,Wales,nation,08/04/2021,175.5
W92000004,Wales,nation,07/04/2021,175.4
W92000004,Wales,nation,06/04/2021,175.4
W92000004,Wales,nation,05/04/2021,175.4
W92000004,Wales,nation,04/04/2021,175.3
W92000004,Wales,nation,03/04/2021,175.3
W92000004,Wales,nation,02/04/2021,175.3
W92000004,Wales,nation,01/04/2021,175.1
W92000004,Wales,nation,31/03/2021,175.1
W92000004,Wales,nation,30/03/2021,175.1
W92000004,Wales,nation,29/03/2021,175.1
W92000004,Wales,nation,28/03/2021,175
W92000004,Wales,nation,27/03/2021,175
W92000004,Wales,nation,26/03/2021,175
W92000004,Wales,nation,25/03/2021,174.9
W92000004,Wales,nation,24/03/2021,174.9
W92000004,Wales,nation,23/03/2021,174.8
W92000004,Wales,nation,22/03/2021,174.8
W92000004,Wales,nation,21/03/2021,174.7
W92000004,Wales,nation,20/03/2021,174.6
W92000004,Wales,nation,19/03/2021,174.6
W92000004,Wales,nation,18/03/2021,174.4
W92000004,Wales,nation,17/03/2021,174.3
W92000004,Wales,nation,16/03/2021,174.2
W92000004,Wales,nation,15/03/2021,174.1
W92000004,Wales,nation,14/03/2021,173.9
W92000004,Wales,nation,13/03/2021,173.7
W92000004,Wales,nation,12/03/2021,173.6
W92000004,Wales,nation,11/03/2021,173.4
W92000004,Wales,nation,10/03/2021,173.3
W92000004,Wales,nation,09/03/2021,173.1
W92000004,Wales,nation,08/03/2021,173
W92000004,Wales,nation,07/03/2021,172.8
W92000004,Wales,nation,06/03/2021,172.6
W92000004,Wales,nation,05/03/2021,172.4
W92000004,Wales,nation,04/03/2021,172.2
W92000004,Wales,nation,03/03/2021,172
W92000004,Wales,nation,02/03/2021,171.8
W92000004,Wales,nation,01/03/2021,171.4
W92000004,Wales,nation,28/02/2021,171.1
W92000004,Wales,nation,27/02/2021,171
W92000004,Wales,nation,26/02/2021,170.6
W92000004,Wales,nation,25/02/2021,170.2
W92000004,Wales,nation,24/02/2021,169.7
W92000004,Wales,nation,23/02/2021,169.3
W92000004,Wales,nation,22/02/2021,168.9
W92000004,Wales,nation,21/02/2021,168.5
W92000004,Wales,nation,20/02/2021,168
W92000004,Wales,nation,19/02/2021,167.5
W92000004,Wales,nation,18/02/2021,167
W92000004,Wales,nation,17/02/2021,166.6
W92000004,Wales,nation,16/02/2021,166.2
W92000004,Wales,nation,15/02/2021,165.8
W92000004,Wales,nation,14/02/2021,165.2
W92000004,Wales,nation,13/02/2021,164.6
W92000004,Wales,nation,12/02/2021,164
W92000004,Wales,nation,11/02/2021,163.2
W92000004,Wales,nation,10/02/2021,162.7
W92000004,Wales,nation,09/02/2021,162
W92000004,Wales,nation,08/02/2021,161.5
W92000004,Wales,nation,07/02/2021,160.9
W92000004,Wales,nation,06/02/2021,160.4
W92000004,Wales,nation,05/02/2021,159.5
W92000004,Wales,nation,04/02/2021,158.8
W92000004,Wales,nation,03/02/2021,158.1
W92000004,Wales,nation,02/02/2021,157.2
W92000004,Wales,nation,01/02/2021,156.2
W92000004,Wales,nation,31/01/2021,155.3
W92000004,Wales,nation,30/01/2021,154.6
W92000004,Wales,nation,29/01/2021,153.9
W92000004,Wales,nation,28/01/2021,152.5
W92000004,Wales,nation,27/01/2021,151.6
W92000004,Wales,nation,26/01/2021,150.9
W92000004,Wales,nation,25/01/2021,149.7
W92000004,Wales,nation,24/01/2021,148.9
W92000004,Wales,nation,23/01/2021,147.8
W92000004,Wales,nation,22/01/2021,146.8
W92000004,Wales,nation,21/01/2021,145.5
W92000004,Wales,nation,20/01/2021,144.4
W92000004,Wales,nation,19/01/2021,143.2
W92000004,Wales,nation,18/01/2021,142.4
W92000004,Wales,nation,17/01/2021,141
W92000004,Wales,nation,16/01/2021,140.2
W92000004,Wales,nation,15/01/2021,139
W92000004,Wales,nation,14/01/2021,137.6
W92000004,Wales,nation,13/01/2021,135.9
W92000004,Wales,nation,12/01/2021,134.5
W92000004,Wales,nation,11/01/2021,133
W92000004,Wales,nation,10/01/2021,131.3
W92000004,Wales,nation,09/01/2021,130
W92000004,Wales,nation,08/01/2021,129
W92000004,Wales,nation,07/01/2021,127.5
W92000004,Wales,nation,06/01/2021,126.2
W92000004,Wales,nation,05/01/2021,124.7
W92000004,Wales,nation,04/01/2021,123.4
W92000004,Wales,nation,03/01/2021,122.3
W92000004,Wales,nation,02/01/2021,120.6
W92000004,Wales,nation,01/01/2021,119.5
W92000004,Wales,nation,31/12/2020,117.7
W92000004,Wales,nation,30/12/2020,116.1
W92000004,Wales,nation,29/12/2020,114.5
W92000004,Wales,nation,28/12/2020,113.2
W92000004,Wales,nation,27/12/2020,111.6
W92000004,Wales,nation,26/12/2020,110.7
W92000004,Wales,nation,25/12/2020,109.3
W92000004,Wales,nation,24/12/2020,108.3
W92000004,Wales,nation,23/12/2020,106.9
W92000004,Wales,nation,22/12/2020,105.8
W92000004,Wales,nation,21/12/2020,104.7
W92000004,Wales,nation,20/12/2020,103.5
W92000004,Wales,nation,19/12/2020,102.4
W92000004,Wales,nation,18/12/2020,101.3
W92000004,Wales,nation,17/12/2020,99.8
W92000004,Wales,nation,16/12/2020,98.3
W92000004,Wales,nation,15/12/2020,97.2
W92000004,Wales,nation,14/12/2020,96.1
W92000004,Wales,nation,13/12/2020,95.2
W92000004,Wales,nation,12/12/2020,94.5
W92000004,Wales,nation,11/12/2020,93.4
W92000004,Wales,nation,10/12/2020,92.6
W92000004,Wales,nation,09/12/2020,91.6
W92000004,Wales,nation,08/12/2020,90.8
W92000004,Wales,nation,07/12/2020,90
W92000004,Wales,nation,06/12/2020,89.3
W92000004,Wales,nation,05/12/2020,88.6
W92000004,Wales,nation,04/12/2020,87.9
W92000004,Wales,nation,03/12/2020,87.1
W92000004,Wales,nation,02/12/2020,86.2
W92000004,Wales,nation,01/12/2020,85.5
W92000004,Wales,nation,30/11/2020,84.9
W92000004,Wales,nation,29/11/2020,84.4
W92000004,Wales,nation,28/11/2020,83.6
W92000004,Wales,nation,27/11/2020,82.6
W92000004,Wales,nation,26/11/2020,81.7
W92000004,Wales,nation,25/11/2020,80.8
W92000004,Wales,nation,24/11/2020,80.2
W92000004,Wales,nation,23/11/2020,79.7
W92000004,Wales,nation,22/11/2020,78.9
W92000004,Wales,nation,21/11/2020,78
W92000004,Wales,nation,20/11/2020,77.1
W92000004,Wales,nation,19/11/2020,76.5
W92000004,Wales,nation,18/11/2020,75.6
W92000004,Wales,nation,17/11/2020,75.1
W92000004,Wales,nation,16/11/2020,74.2
W92000004,Wales,nation,15/11/2020,73.4
W92000004,Wales,nation,14/11/2020,72.6
W92000004,Wales,nation,13/11/2020,72
W92000004,Wales,nation,12/11/2020,71.1
W92000004,Wales,nation,11/11/2020,70.2
W92000004,Wales,nation,10/11/2020,69.3
W92000004,Wales,nation,09/11/2020,68.4
W92000004,Wales,nation,08/11/2020,67.5
W92000004,Wales,nation,07/11/2020,66.5
W92000004,Wales,nation,06/11/2020,66.1
W92000004,Wales,nation,05/11/2020,65.2
W92000004,Wales,nation,04/11/2020,64.3
W92000004,Wales,nation,03/11/2020,63.6
W92000004,Wales,nation,02/11/2020,62.8
W92000004,Wales,nation,01/11/2020,62.3
W92000004,Wales,nation,31/10/2020,61.4
W92000004,Wales,nation,30/10/2020,61
W92000004,Wales,nation,29/10/2020,60.6
W92000004,Wales,nation,28/10/2020,59.9
W92000004,Wales,nation,27/10/2020,59.6
W92000004,Wales,nation,26/10/2020,58.8
W92000004,Wales,nation,25/10/2020,58.4
W92000004,Wales,nation,24/10/2020,57.9
W92000004,Wales,nation,23/10/2020,57.4
W92000004,Wales,nation,22/10/2020,57
W92000004,Wales,nation,21/10/2020,56.1
W92000004,Wales,nation,20/10/2020,55.7
W92000004,Wales,nation,19/10/2020,55.6
W92000004,Wales,nation,18/10/2020,55.2
W92000004,Wales,nation,17/10/2020,54.8
W92000004,Wales,nation,16/10/2020,54.7
W92000004,Wales,nation,15/10/2020,54.5
W92000004,Wales,nation,14/10/2020,54.3
W92000004,Wales,nation,13/10/2020,54.1
W92000004,Wales,nation,12/10/2020,53.8
W92000004,Wales,nation,11/10/2020,53.7
W92000004,Wales,nation,10/10/2020,53.6
W92000004,Wales,nation,09/10/2020,53.5
W92000004,Wales,nation,08/10/2020,53.3
W92000004,Wales,nation,07/10/2020,53.1
W92000004,Wales,nation,06/10/2020,52.7
W92000004,Wales,nation,05/10/2020,52.6
W92000004,Wales,nation,04/10/2020,52.3
W92000004,Wales,nation,03/10/2020,52.2
W92000004,Wales,nation,02/10/2020,52
W92000004,Wales,nation,01/10/2020,51.9
W92000004,Wales,nation,30/09/2020,51.7
W92000004,Wales,nation,29/09/2020,51.6
W92000004,Wales,nation,28/09/2020,51.5
W92000004,Wales,nation,27/09/2020,51.4
W92000004,Wales,nation,26/09/2020,51.3
W92000004,Wales,nation,25/09/2020,51.2
W92000004,Wales,nation,24/09/2020,51.2
W92000004,Wales,nation,23/09/2020,51.2
W92000004,Wales,nation,22/09/2020,51.1
W92000004,Wales,nation,21/09/2020,51
W92000004,Wales,nation,20/09/2020,51
W92000004,Wales,nation,19/09/2020,50.9
W92000004,Wales,nation,18/09/2020,50.9
W92000004,Wales,nation,17/09/2020,50.9
W92000004,Wales,nation,16/09/2020,50.9
W92000004,Wales,nation,15/09/2020,50.8
W92000004,Wales,nation,14/09/2020,50.7
W92000004,Wales,nation,13/09/2020,50.7
W92000004,Wales,nation,12/09/2020,50.7
W92000004,Wales,nation,11/09/2020,50.7
W92000004,Wales,nation,10/09/2020,50.7
W92000004,Wales,nation,09/09/2020,50.7
W92000004,Wales,nation,08/09/2020,50.7
W92000004,Wales,nation,07/09/2020,50.7
W92000004,Wales,nation,06/09/2020,50.7
W92000004,Wales,nation,05/09/2020,50.7
W92000004,Wales,nation,04/09/2020,50.7
W92000004,Wales,nation,03/09/2020,50.7
W92000004,Wales,nation,02/09/2020,50.7
W92000004,Wales,nation,01/09/2020,50.7
W92000004,Wales,nation,31/08/2020,50.7
W92000004,Wales,nation,30/08/2020,50.6
W92000004,Wales,nation,29/08/2020,50.6
W92000004,Wales,nation,28/08/2020,50.6
W92000004,Wales,nation,27/08/2020,50.6
W92000004,Wales,nation,26/08/2020,50.6
W92000004,Wales,nation,25/08/2020,50.6
W92000004,Wales,nation,24/08/2020,50.6
W92000004,Wales,nation,23/08/2020,50.6
W92000004,Wales,nation,22/08/2020,50.6
W92000004,Wales,nation,21/08/2020,50.5
W92000004,Wales,nation,20/08/2020,50.5
W92000004,Wales,nation,19/08/2020,50.5
W92000004,Wales,nation,18/08/2020,50.5
W92000004,Wales,nation,17/08/2020,50.5
W92000004,Wales,nation,16/08/2020,50.5
W92000004,Wales,nation,15/08/2020,50.5
W92000004,Wales,nation,14/08/2020,50.5
W92000004,Wales,nation,13/08/2020,50.4
W92000004,Wales,nation,12/08/2020,50.4
W92000004,Wales,nation,11/08/2020,50.4
W92000004,Wales,nation,10/08/2020,50.4
W92000004,Wales,nation,09/08/2020,50.3
W92000004,Wales,nation,08/08/2020,50.3
W92000004,Wales,nation,07/08/2020,50.2
W92000004,Wales,nation,06/08/2020,50.1
W92000004,Wales,nation,05/08/2020,50.1
W92000004,Wales,nation,04/08/2020,50
W92000004,Wales,nation,03/08/2020,49.9
W92000004,Wales,nation,02/08/2020,49.8
W92000004,Wales,nation,01/08/2020,49.8
W92000004,Wales,nation,31/07/2020,49.7
W92000004,Wales,nation,30/07/2020,49.6
W92000004,Wales,nation,29/07/2020,49.5
W92000004,Wales,nation,28/07/2020,49.4
W92000004,Wales,nation,27/07/2020,49.3
W92000004,Wales,nation,26/07/2020,49.3
W92000004,Wales,nation,25/07/2020,49.2
W92000004,Wales,nation,24/07/2020,49.2
W92000004,Wales,nation,23/07/2020,49.1
W92000004,Wales,nation,22/07/2020,49.1
W92000004,Wales,nation,21/07/2020,49.1
W92000004,Wales,nation,20/07/2020,49.1
W92000004,Wales,nation,19/07/2020,49.1
W92000004,Wales,nation,18/07/2020,49.1
W92000004,Wales,nation,17/07/2020,49.1
W92000004,Wales,nation,16/07/2020,49.1
W92000004,Wales,nation,15/07/2020,49
W92000004,Wales,nation,14/07/2020,49
W92000004,Wales,nation,13/07/2020,49
W92000004,Wales,nation,12/07/2020,48.9
W92000004,Wales,nation,11/07/2020,48.9
W92000004,Wales,nation,10/07/2020,48.9
W92000004,Wales,nation,09/07/2020,48.9
W92000004,Wales,nation,08/07/2020,48.9
W92000004,Wales,nation,07/07/2020,48.8
W92000004,Wales,nation,06/07/2020,48.8
W92000004,Wales,nation,05/07/2020,48.7
W92000004,Wales,nation,04/07/2020,48.7
W92000004,Wales,nation,03/07/2020,48.6
W92000004,Wales,nation,02/07/2020,48.6
W92000004,Wales,nation,01/07/2020,48.5
W92000004,Wales,nation,30/06/2020,48.4
W92000004,Wales,nation,29/06/2020,48.3
W92000004,Wales,nation,28/06/2020,48.2
W92000004,Wales,nation,27/06/2020,48.1
W92000004,Wales,nation,26/06/2020,47.9
W92000004,Wales,nation,25/06/2020,47.9
W92000004,Wales,nation,24/06/2020,47.6
W92000004,Wales,nation,23/06/2020,47.4
W92000004,Wales,nation,22/06/2020,47.4
W92000004,Wales,nation,21/06/2020,47.3
W92000004,Wales,nation,20/06/2020,47.1
W92000004,Wales,nation,19/06/2020,47
W92000004,Wales,nation,18/06/2020,46.9
W92000004,Wales,nation,17/06/2020,46.9
W92000004,Wales,nation,16/06/2020,46.9
W92000004,Wales,nation,15/06/2020,46.6
W92000004,Wales,nation,14/06/2020,46.4
W92000004,Wales,nation,13/06/2020,46.2
W92000004,Wales,nation,12/06/2020,46.1
W92000004,Wales,nation,11/06/2020,45.9
W92000004,Wales,nation,10/06/2020,45.8
W92000004,Wales,nation,09/06/2020,45.5
W92000004,Wales,nation,08/06/2020,45.4
W92000004,Wales,nation,07/06/2020,45.2
W92000004,Wales,nation,06/06/2020,44.9
W92000004,Wales,nation,05/06/2020,44.7
W92000004,Wales,nation,04/06/2020,44.5
W92000004,Wales,nation,03/06/2020,44.2
W92000004,Wales,nation,02/06/2020,43.9
W92000004,Wales,nation,01/06/2020,43.8
W92000004,Wales,nation,31/05/2020,43.5
W92000004,Wales,nation,30/05/2020,43.3
W92000004,Wales,nation,29/05/2020,42.9
W92000004,Wales,nation,28/05/2020,42.6
W92000004,Wales,nation,27/05/2020,42.1
W92000004,Wales,nation,26/05/2020,41.9
W92000004,Wales,nation,25/05/2020,41.6
W92000004,Wales,nation,24/05/2020,41.3
W92000004,Wales,nation,23/05/2020,40.9
W92000004,Wales,nation,22/05/2020,40.7
W92000004,Wales,nation,21/05/2020,40.3
W92000004,Wales,nation,20/05/2020,40.1
W92000004,Wales,nation,19/05/2020,39.8
W92000004,Wales,nation,18/05/2020,39.5
W92000004,Wales,nation,17/05/2020,39.2
W92000004,Wales,nation,16/05/2020,38.8
W92000004,Wales,nation,15/05/2020,38.4
W92000004,Wales,nation,14/05/2020,37.9
W92000004,Wales,nation,13/05/2020,37.5
W92000004,Wales,nation,12/05/2020,37
W92000004,Wales,nation,11/05/2020,36.7
W92000004,Wales,nation,10/05/2020,36.2
W92000004,Wales,nation,09/05/2020,35.9
W92000004,Wales,nation,08/05/2020,35.6
W92000004,Wales,nation,07/05/2020,35.2
W92000004,Wales,nation,06/05/2020,34.6
W92000004,Wales,nation,05/05/2020,33.9
W92000004,Wales,nation,04/05/2020,33.4
W92000004,Wales,nation,03/05/2020,32.6
W92000004,Wales,nation,02/05/2020,32.2
W92000004,Wales,nation,01/05/2020,31.7
W92000004,Wales,nation,30/04/2020,30.8
W92000004,Wales,nation,29/04/2020,30.3
W92000004,Wales,nation,28/04/2020,29.5
W92000004,Wales,nation,27/04/2020,29
W92000004,Wales,nation,26/04/2020,28.5
W92000004,Wales,nation,25/04/2020,28
W92000004,Wales,nation,24/04/2020,27.1
W92000004,Wales,nation,23/04/2020,26.1
W92000004,Wales,nation,22/04/2020,25.5
W92000004,Wales,nation,21/04/2020,24.8
W92000004,Wales,nation,20/04/2020,23.9
W92000004,Wales,nation,19/04/2020,23.1
W92000004,Wales,nation,18/04/2020,22.2
W92000004,Wales,nation,17/04/2020,21.2
W92000004,Wales,nation,16/04/2020,20.3
W92000004,Wales,nation,15/04/2020,19.2
W92000004,Wales,nation,14/04/2020,18
W92000004,Wales,nation,13/04/2020,17.1
W92000004,Wales,nation,12/04/2020,15.8
W92000004,Wales,nation,11/04/2020,14.6
W92000004,Wales,nation,10/04/2020,13.6
W92000004,Wales,nation,09/04/2020,12.8
W92000004,Wales,nation,08/04/2020,11.4
W92000004,Wales,nation,07/04/2020,10.1
W92000004,Wales,nation,06/04/2020,9.1
W92000004,Wales,nation,05/04/2020,8.5
W92000004,Wales,nation,04/04/2020,7.5
W92000004,Wales,nation,03/04/2020,6.5
W92000004,Wales,nation,02/04/2020,5.6
W92000004,Wales,nation,01/04/2020,4.7
W92000004,Wales,nation,31/03/2020,4.1
W92000004,Wales,nation,30/03/2020,3.6
W92000004,Wales,nation,29/03/2020,3.1
W92000004,Wales,nation,28/03/2020,2.5
W92000004,Wales,nation,27/03/2020,2
W92000004,Wales,nation,26/03/2020,1.7
W92000004,Wales,nation,25/03/2020,1.4
W92000004,Wales,nation,24/03/2020,1
W92000004,Wales,nation,23/03/2020,0.8
W92000004,Wales,nation,22/03/2020,0.6
W92000004,Wales,nation,21/03/2020,0.5
W92000004,Wales,nation,20/03/2020,0.3
W92000004,Wales,nation,19/03/2020,0.2
W92000004,Wales,nation,18/03/2020,0.1
W92000004,Wales,nation,17/03/2020,0.1
W92000004,Wales,nation,16/03/2020,0.1
